Reading	X	Y	Z	L*	a*	b*	380.000	383.333	386.667	390.000	393.333	396.667	400.000	403.333	406.667	410.000	413.333	416.667	420.000	423.333	426.667	430.000	433.333	436.667	440.000	443.333	446.667	450.000	453.333	456.667	460.000	463.333	466.667	470.000	473.333	476.667	480.000	483.333	486.667	490.000	493.333	496.667	500.000	503.333	506.667	510.000	513.333	516.667	520.000	523.333	526.667	530.000	533.333	536.667	540.000	543.333	546.667	550.000	553.333	556.667	560.000	563.333	566.667	570.000	573.333	576.667	580.000	583.333	586.667	590.000	593.333	596.667	600.000	603.333	606.667	610.000	613.333	616.667	620.000	623.333	626.667	630.000	633.333	636.667	640.000	643.333	646.667	650.000	653.333	656.667	660.000	663.333	666.667	670.000	673.333	676.667	680.000	683.333	686.667	690.000	693.333	696.667	700.000	703.333	706.667	710.000	713.333	716.667	720.000	723.333	726.667	730.000
1	0.158333	0.156996	0.124222	1.418135	0.280964	0.099766	-0.16445	-0.16445	-0.16445	-0.16445	-0.16445	-0.16445	-0.16445	-0.164771	-0.165057	-0.165233	-0.165227	-0.16544	-0.166257	0.0196198	0.0940339	0.134706	0.159816	0.160651	0.162973	0.173351	0.181376	0.181407	0.181253	0.176413	0.172272	0.172502	0.169821	0.172712	0.178941	0.186143	0.180219	0.176878	0.172612	0.169276	0.163966	0.160678	0.15288	0.150686	0.149993	0.14715	0.145798	0.142502	0.140352	0.138821	0.137433	0.134622	0.132117	0.132992	0.133673	0.135118	0.132817	0.133161	0.136139	0.143692	0.15195	0.157639	0.162537	0.169589	0.174152	0.17887	0.180197	0.180674	0.183746	0.183171	0.184261	0.187012	0.187618	0.181754	0.175796	0.170391	0.163661	0.159889	0.164759	0.16297	0.161219	0.160663	0.162728	0.158686	0.158148	0.153932	0.154249	0.160669	0.167307	0.169643	0.172052	0.177893	0.176406	0.170594	0.17342	0.172488	0.177386	0.197639	0.196117	0.195528	0.206521	0.212389	0.215631	0.232096	0.24177	0.269821	0.245727	0.260086	0.291552	0.293896	0.313789	0.356967
2	0.156655	0.155305	0.121277	1.402867	0.278997	0.129047	-0.209517	-0.209517	-0.209517	-0.209517	-0.209517	-0.209517	-0.209517	-0.209889	-0.210216	-0.210402	-0.210355	-0.210586	-0.211592	-0.0426893	0.0854013	0.117434	0.147559	0.159065	0.165396	0.175318	0.17941	0.180241	0.180056	0.17653	0.172534	0.176796	0.176882	0.178433	0.182872	0.185553	0.180906	0.173329	0.178392	0.173593	0.168919	0.156074	0.154794	0.149054	0.142485	0.145592	0.145455	0.142339	0.138909	0.137555	0.132914	0.131106	0.130509	0.130489	0.131483	0.13066	0.131163	0.132131	0.134504	0.140805	0.14586	0.15306	0.161727	0.170833	0.175163	0.176045	0.177467	0.179575	0.178263	0.180964	0.184777	0.185566	0.186851	0.181817	0.172904	0.166805	0.163552	0.158575	0.158934	0.159982	0.159746	0.162017	0.160308	0.158735	0.159401	0.165367	0.168185	0.170588	0.176443	0.181193	0.174356	0.172535	0.174021	0.161377	0.149444	0.160419	0.17477	0.18257	0.201897	0.204225	0.195247	0.216862	0.252812	0.231877	0.230071	0.259151	0.277546	0.270289	0.269879	0.24496	0.283176	0.380644
3	0.156938	0.155898	0.120121	1.408225	0.267344	0.160103	-0.286742	-0.286742	-0.286742	-0.286742	-0.286742	-0.286742	-0.286742	-0.287205	-0.287604	-0.287811	-0.287696	-0.28796	-0.289282	-0.0353578	0.068467	0.127699	0.158252	0.162597	0.166577	0.174757	0.180906	0.18217	0.183552	0.180861	0.179671	0.178983	0.178909	0.179578	0.179159	0.179019	0.181103	0.184607	0.180226	0.173913	0.171487	0.16535	0.152901	0.146466	0.146476	0.14901	0.14203	0.137808	0.138743	0.133462	0.129096	0.134621	0.138426	0.135069	0.135115	0.133847	0.131428	0.131711	0.13565	0.139236	0.146871	0.155533	0.159952	0.167496	0.172355	0.176119	0.177728	0.176247	0.177922	0.181801	0.184629	0.185866	0.184671	0.179492	0.17276	0.167528	0.167714	0.166308	0.163647	0.163584	0.163065	0.161705	0.159869	0.162637	0.166171	0.158914	0.156762	0.163885	0.168324	0.173315	0.180801	0.199289	0.196158	0.180445	0.185331	0.180473	0.174731	0.200996	0.195292	0.190139	0.189133	0.184887	0.177415	0.193635	0.241976	0.250272	0.259266	0.292493	0.291364	0.361169	0.34889	0.349546
4	0.159547	0.158121	0.122785	1.428297	0.286149	0.144412	-0.208487	-0.208487	-0.208487	-0.208487	-0.208487	-0.208487	-0.208487	-0.208861	-0.209188	-0.209377	-0.209333	-0.209565	-0.210567	-0.00774639	0.076083	0.116363	0.155534	0.166758	0.17287	0.177085	0.180376	0.181284	0.181274	0.179247	0.17398	0.176042	0.175777	0.176891	0.177617	0.175559	0.169256	0.178199	0.183546	0.181835	0.176452	0.166706	0.159538	0.157802	0.151328	0.149743	0.149703	0.146579	0.144643	0.138979	0.133668	0.12832	0.130112	0.134365	0.13536	0.136444	0.134794	0.133782	0.13705	0.142449	0.147647	0.156055	0.163524	0.170035	0.175093	0.177248	0.179475	0.178963	0.182229	0.18527	0.186804	0.189064	0.188896	0.18316	0.1799	0.17532	0.16755	0.166576	0.167339	0.163959	0.159999	0.16166	0.16567	0.164389	0.163381	0.162352	0.165504	0.173554	0.173886	0.169782	0.181499	0.186829	0.18337	0.187373	0.176123	0.178955	0.189659	0.193713	0.200718	0.195323	0.200065	0.214116	0.226879	0.229485	0.277094	0.273166	0.270907	0.320447	0.33955	0.308044	0.355833	0.41828
5	0.158366	0.158112	0.121318	1.428224	0.238775	0.171987	-0.219003	-0.219003	-0.219003	-0.219003	-0.219003	-0.219003	-0.219003	-0.219389	-0.219726	-0.219917	-0.219863	-0.2201	-0.221147	-0.04205	0.0764607	0.127465	0.155303	0.167731	0.173675	0.178039	0.182252	0.182866	0.179378	0.178918	0.175388	0.171327	0.164714	0.16449	0.172148	0.177374	0.182578	0.189681	0.182709	0.174866	0.169962	0.158894	0.150433	0.152884	0.15332	0.151597	0.150206	0.14952	0.146269	0.138974	0.134268	0.134701	0.134773	0.133893	0.136147	0.136523	0.13407	0.134249	0.140262	0.144939	0.15006	0.156045	0.163143	0.167339	0.17391	0.179772	0.182474	0.18243	0.180181	0.18548	0.189321	0.187436	0.185777	0.182712	0.175584	0.170083	0.166388	0.163246	0.164076	0.163714	0.15905	0.155463	0.155336	0.158819	0.155376	0.157431	0.161749	0.171024	0.181813	0.182034	0.177733	0.176678	0.174674	0.179234	0.192747	0.188797	0.174998	0.178092	0.200976	0.194822	0.186111	0.223449	0.236102	0.242124	0.231827	0.25505	0.300906	0.305765	0.308452	0.316962	0.335598	0.416238

6	0.161320	0.159344	0.130486	1.439348	0.310138	0.018086	-0.112058	-0.112058	-0.112058	-0.112058	-0.112058	-0.112058	-0.112058	-0.112321	-0.112561	-0.112728	-0.112771	-0.112965	-0.11357	0.033702	0.0984845	0.133588	0.158136	0.169832	0.172295	0.177838	0.182667	0.182237	0.181305	0.178855	0.176265	0.179646	0.179472	0.185566	0.195807	0.190329	0.18048	0.178101	0.182164	0.183972	0.177466	0.168385	0.164404	0.162244	0.151333	0.147533	0.146585	0.143807	0.142319	0.142481	0.140068	0.139637	0.138583	0.136548	0.135076	0.132768	0.133357	0.135584	0.138505	0.142853	0.147645	0.155138	0.164265	0.170958	0.174586	0.177366	0.180025	0.180616	0.185597	0.188988	0.192116	0.190639	0.186457	0.183197	0.17775	0.172951	0.169143	0.166103	0.166824	0.16645	0.164497	0.163315	0.163742	0.162123	0.15889	0.161127	0.166947	0.177947	0.17957	0.176344	0.172357	0.167697	0.161903	0.157529	0.165861	0.181551	0.20381	0.202837	0.195513	0.195654	0.206325	0.208937	0.206016	0.231486	0.248047	0.27095	0.27228	0.292976	0.315452	0.317501	0.320744	0.373758
7	0.163468	0.161475	0.132138	1.458596	0.313883	0.020076	-0.123237	-0.123237	-0.123237	-0.123237	-0.123237	-0.123237	-0.123237	-0.123515	-0.123767	-0.123939	-0.123975	-0.124176	-0.124831	0.0135647	0.0896477	0.14474	0.163772	0.168523	0.17593	0.18143	0.187137	0.18772	0.185768	0.183757	0.18374	0.180998	0.181884	0.183263	0.183404	0.196143	0.19651	0.187993	0.186017	0.181556	0.177336	0.16921	0.167404	0.163998	0.154491	0.147808	0.147257	0.148478	0.147204	0.14429	0.140057	0.137269	0.13574	0.136409	0.138933	0.137656	0.136432	0.138143	0.139776	0.144286	0.151234	0.155724	0.164273	0.17213	0.18006	0.184175	0.1858	0.186958	0.184966	0.187549	0.192038	0.192707	0.191307	0.187335	0.182042	0.171547	0.165256	0.165366	0.168665	0.1666	0.165812	0.167397	0.16557	0.159773	0.159059	0.166731	0.177889	0.180201	0.177408	0.178648	0.177156	0.18517	0.182955	0.178299	0.183472	0.18101	0.182392	0.199123	0.209561	0.211835	0.226435	0.237923	0.232713	0.236592	0.235806	0.286101	0.318042	0.310589	0.328964	0.366003	0.409856	0.438096
8	0.163138	0.160970	0.130316	1.454040	0.320229	0.046615	-0.118484	-0.118484	-0.118484	-0.118484	-0.118484	-0.118484	-0.118484	-0.118755	-0.119002	-0.119172	-0.119211	-0.119408	-0.120042	0.0224484	0.101993	0.125196	0.154157	0.170804	0.17328	0.179572	0.184376	0.184097	0.183048	0.181689	0.18083	0.177765	0.178957	0.18661	0.189	0.182361	0.180324	0.181758	0.188434	0.186334	0.175832	0.165097	0.166489	0.160577	0.15913	0.153688	0.148969	0.149185	0.147749	0.142076	0.138236	0.138333	0.137078	0.137229	0.135621	0.135494	0.134006	0.133976	0.13816	0.143467	0.15014	0.158227	0.166839	0.174636	0.178897	0.179803	0.181341	0.182481	0.18395	0.185665	0.192626	0.195586	0.191971	0.186468	0.179178	0.174361	0.171053	0.16636	0.165465	0.164759	0.167791	0.168133	0.164941	0.164059	0.165442	0.168965	0.175907	0.181065	0.179127	0.18161	0.184239	0.187601	0.181326	0.182482	0.193724	0.195081	0.175199	0.191759	0.204581	0.221619	0.227041	0.22741	0.212719	0.245283	0.252911	0.257377	0.287432	0.312862	0.299215	0.328863	0.379694	0.431275
