380	390	400	410	420	430	440	450	460	470	480	490	500	510	520	530	540	550	560	570	580	590	600	610	620	630	640	650	660	670	680	690	700	710	720	730
0,0245548	0,0243497	0,0241266	0,0238849	0,023711	0,162748	0,202905	0,212587	0,213882	0,20519	0,213618	0,201287	0,188269	0,185209	0,184	0,170974	0,16147	0,158207	0,168761	0,187985	0,198235	0,205792	0,200354	0,192456	0,186172	0,174286	0,175818	0,183796	0,185427	0,197386	0,198198	0,205132	0,199602	0,235066	0,304056	0,351912
0,0110496	0,0108245	0,0105796	0,0103142	0,0101186	0,155221	0,202663	0,212904	0,211362	0,208441	0,210769	0,197786	0,191042	0,184402	0,187264	0,175474	0,165242	0,161883	0,170738	0,192169	0,202089	0,209637	0,206122	0,192126	0,191686	0,184367	0,181891	0,187662	0,192734	0,192447	0,200803	0,210408	0,211311	0,231052	0,265182	0,311548
0,0332669	0,0330657	0,0328467	0,0326093	0,03243	0,155687	0,206641	0,215816	0,214159	0,213852	0,211383	0,202152	0,200259	0,195256	0,190907	0,179001	0,170234	0,167876	0,179948	0,199923	0,209389	0,214296	0,211561	0,200551	0,194431	0,183011	0,180263	0,188231	0,192299	0,199379	0,211578	0,217763	0,219689	0,210355	0,240169	0,339787
-0,0118567	-0,012123	-0,0124129	-0,012727	-0,0129643	0,14919	0,20614	0,215407	0,217727	0,213364	0,221837	0,215984	0,205817	0,195808	0,194462	0,181708	0,172737	0,175277	0,186005	0,207186	0,221655	0,224521	0,221616	0,206368	0,199255	0,188219	0,184815	0,188024	0,187025	0,199266	0,193152	0,182297	0,206711	0,214759	0,261084	0,274567
0,0134433	0,013194	0,0129227	0,0126287	0,012406	0,163752	0,214268	0,225693	0,224524	0,224849	0,230487	0,230496	0,219989	0,214636	0,207158	0,196736	0,189509	0,187348	0,200996	0,224587	0,241566	0,244276	0,233231	0,219465	0,210685	0,209622	0,200606	0,206242	0,208599	0,215087	0,225239	0,22471	0,234422	0,252677	0,286736	0,342713
0,0214567	0,021204	0,0209291	0,0206312	0,0203967	0,160092	0,219295	0,233351	0,231648	0,232211	0,242919	0,23685	0,231278	0,229043	0,218665	0,209902	0,199199	0,203963	0,217742	0,243051	0,26081	0,261616	0,253645	0,235092	0,221791	0,218997	0,208935	0,215938	0,218017	0,221771	0,225873	0,256895	0,261432	0,286871	0,306949	0,385669
-0,0297714	-0,0301063	-0,0304707	-0,0308657	-0,0311724	0,159495	0,22619	0,240439	0,235977	0,23501	0,256242	0,249907	0,243777	0,241736	0,22904	0,220155	0,215298	0,218118	0,229888	0,258044	0,281781	0,286888	0,268722	0,246994	0,235592	0,232542	0,226377	0,230419	0,234449	0,234465	0,227855	0,223633	0,248064	0,264852	0,277023	0,331916
-0,00657532	-0,00690194	-0,0072573	-0,00764248	-0,00793482	0,18891	0,237747	0,251109	0,249308	0,25734	0,266815	0,265309	0,26792	0,257796	0,248715	0,242067	0,233233	0,236138	0,251099	0,280613	0,308304	0,314486	0,296406	0,267371	0,255209	0,24625	0,248274	0,245498	0,250797	0,251061	0,254438	0,240199	0,264544	0,282567	0,288235	0,315077
-0,00329917	-0,00363795	-0,00400652	-0,00440605	-0,00471835	0,185331	0,246026	0,258634	0,259115	0,26826	0,283189	0,287657	0,285405	0,266324	0,262089	0,258185	0,24883	0,249301	0,265214	0,298333	0,325222	0,334624	0,314944	0,287789	0,272395	0,259699	0,266191	0,264185	0,264425	0,267189	0,271119	0,293658	0,298913	0,313719	0,316659	0,372493
0,0412984	0,0410038	0,0406832	0,0403357	0,0400528	0,188572	0,252434	0,26617	0,267954	0,284734	0,300883	0,301068	0,295947	0,279405	0,275466	0,271207	0,26214	0,262442	0,281946	0,316645	0,345014	0,351717	0,332342	0,301367	0,284286	0,274872	0,277343	0,280578	0,290964	0,274858	0,279966	0,287479	0,292881	0,330438	0,351205	0,410694
0,00470395	0,00434453	0,00395353	0,00352965	0,00319403	0,198258	0,2613	0,276367	0,280727	0,294886	0,310753	0,317415	0,312128	0,289818	0,286839	0,282031	0,271166	0,274624	0,29577	0,331134	0,365539	0,370264	0,351108	0,319234	0,300195	0,292334	0,293536	0,293582	0,294467	0,294252	0,300636	0,310904	0,310479	0,324034	0,336423	0,390991
-0,00108863	-0,00147674	-0,00189893	-0,00235664	-0,00271631	0,212086	0,27264	0,286429	0,288169	0,311115	0,334068	0,341495	0,332797	0,31164	0,304949	0,301256	0,286962	0,291185	0,311855	0,354762	0,385277	0,3926	0,369576	0,342625	0,321937	0,311543	0,309798	0,309298	0,313245	0,31831	0,324795	0,337902	0,356899	0,357921	0,386273	0,466636
