-0,00948621	-0,00989058	-0,0103305	-0,0108074	-0,0111826	0,211781	0,274	0,288837	0,286977	0,312527	0,340578	0,351726	0,333002	0,316656	0,308719	0,307364	0,290928	0,294216	0,31864	0,359924	0,397348	0,401509	0,378542	0,346677	0,327913	0,315356	0,309636	0,315307	0,324314	0,326295	0,320828	0,336553	0,348442	0,349951	0,407563	0,430802
0,0782605	0,0779618	0,0776369	0,0772847	0,0769979	0,228075	0,282295	0,293555	0,292572	0,324425	0,357498	0,363589	0,344204	0,322273	0,319203	0,316196	0,299973	0,303562	0,329432	0,370705	0,407744	0,41335	0,390621	0,358221	0,334295	0,322993	0,319267	0,324013	0,328953	0,338056	0,352005	0,368777	0,384428	0,381369	0,423793	0,446552
0,0143539	0,0139633	0,0135384	0,0130777	0,012713	0,224961	0,284665	0,296768	0,297676	0,32281	0,361062	0,370228	0,347153	0,328673	0,322588	0,319872	0,307044	0,311208	0,337106	0,379344	0,416972	0,423997	0,399189	0,366847	0,344395	0,332	0,322467	0,326489	0,333256	0,343305	0,345447	0,351501	0,382144	0,40166	0,404314	0,450659
-0,0109638	-0,0113949	-0,0118638	-0,0123722	-0,0127782	0,215485	0,287652	0,301956	0,299499	0,329353	0,366723	0,377089	0,356026	0,3345	0,328475	0,328667	0,309812	0,314819	0,343719	0,391335	0,427881	0,43287	0,406501	0,372597	0,351407	0,335218	0,328563	0,335555	0,331917	0,333545	0,340797	0,353073	0,375775	0,384054	0,397989	0,454223
-0,00244203	-0,00287322	-0,00334225	-0,00385079	-0,00426294	0,214758	0,291225	0,307501	0,304513	0,332409	0,374968	0,386032	0,363725	0,34367	0,342677	0,336829	0,319649	0,326552	0,357576	0,403777	0,444479	0,451656	0,420582	0,38361	0,362055	0,346697	0,336917	0,349585	0,352601	0,352574	0,362528	0,364676	0,402927	0,427042	0,42092	0,431057
-0,00702647	-0,00747479	-0,00796244	-0,00849116	-0,00891773	0,221744	0,296734	0,314223	0,313994	0,343341	0,384389	0,390107	0,368844	0,351407	0,34998	0,345813	0,331268	0,336485	0,367114	0,41433	0,457028	0,465837	0,43199	0,395739	0,375195	0,357618	0,345748	0,359002	0,351583	0,348376	0,348196	0,373484	0,419422	0,416754	0,421439	0,461645
0,0892782	0,0889435	0,0885793	0,0881845	0,0878512	0,238647	0,304492	0,32113	0,322014	0,352205	0,400367	0,411279	0,380956	0,361214	0,364508	0,357929	0,339453	0,348375	0,379741	0,433094	0,47338	0,483042	0,452259	0,411881	0,387111	0,371159	0,361754	0,372519	0,375482	0,386975	0,384842	0,420349	0,411817	0,413099	0,440833	0,473137
0,0680452	0,0676697	0,0672612	0,0668183	0,0664507	0,244995	0,310324	0,325085	0,32641	0,358075	0,413357	0,418664	0,392632	0,377302	0,372896	0,366543	0,352726	0,357418	0,391956	0,445925	0,489704	0,500656	0,465012	0,424459	0,405099	0,386189	0,37438	0,383256	0,38647	0,396886	0,399885	0,425918	0,445642	0,47416	0,474306	0,492822
0,0786659	0,0782904	0,0778819	0,077439	0,077073	0,258173	0,32035	0,334878	0,337407	0,368845	0,422886	0,436065	0,404052	0,38442	0,386035	0,37883	0,362655	0,367891	0,402268	0,455043	0,50214	0,515318	0,481047	0,435441	0,412315	0,397755	0,388579	0,397004	0,409425	0,407549	0,421037	0,451307	0,511175	0,528508	0,50651	0,538478
0,10401	0,103663	0,103286	0,102877	0,102536	0,265459	0,324525	0,337338	0,342198	0,374032	0,432344	0,434106	0,407313	0,391038	0,3899	0,382974	0,364034	0,371143	0,406366	0,457149	0,508236	0,521163	0,486275	0,44468	0,420358	0,402511	0,388197	0,396605	0,412024	0,424327	0,427842	0,447561	0,468408	0,510983	0,522982	0,585729
0,0605793	0,0601693	0,0597233	0,0592398	0,0588432	0,260876	0,326352	0,340399	0,345423	0,377651	0,428597	0,433789	0,412154	0,393736	0,392598	0,387473	0,371413	0,376668	0,411664	0,466036	0,514981	0,530898	0,499524	0,450535	0,426058	0,406728	0,391531	0,401916	0,413467	0,42277	0,418433	0,439391	0,486125	0,521633	0,52809	0,543479
0,058488	0,0580656	0,0576061	0,0571079	0,0566996	0,26515	0,330938	0,34692	0,349522	0,380395	0,445243	0,447157	0,419116	0,404417	0,404036	0,39499	0,379011	0,384006	0,418059	0,471588	0,526246	0,543017	0,50556	0,457479	0,435203	0,418283	0,403485	0,409596	0,420291	0,434966	0,437023	0,462175	0,485954	0,533978	0,55426	0,593256
0,0817762	0,0813759	0,0809406	0,0804685	0,0800738	0,265819	0,336761	0,354009	0,355699	0,385311	0,445662	0,457188	0,431621	0,412805	0,40762	0,404014	0,386743	0,388967	0,424905	0,484699	0,533339	0,551926	0,519007	0,467396	0,441178	0,427551	0,408128	0,422805	0,431394	0,439823	0,449605	0,470659	0,513274	0,544509	0,560128	0,559121
0,0888477	0,0884513	0,0880202	0,0875527	0,0871667	0,278943	0,340392	0,355891	0,358726	0,390181	0,439552	0,447294	0,434319	0,415531	0,413153	0,405467	0,390258	0,396385	0,430473	0,490851	0,54329	0,56098	0,528564	0,47866	0,449827	0,43696	0,41518	0,420878	0,440174	0,443771	0,446903	0,489481	0,534948	0,545266	0,572941	0,627585
0,11772	0,117353	0,116955	0,116523	0,116153	0,272155	0,34435	0,361519	0,363473	0,3896	0,456239	0,462948	0,444526	0,424318	0,420336	0,41252	0,400565	0,402449	0,436197	0,498408	0,550946	0,57057	0,538549	0,485452	0,455046	0,444561	0,424294	0,435671	0,452493	0,45796	0,463175	0,490093	0,540562	0,567186	0,546843	0,603305
0,0578201	0,0573686	0,0568775	0,056345	0,0559072	0,276472	0,348517	0,365448	0,366606	0,399304	0,454914	0,463798	0,445901	0,427962	0,423452	0,416606	0,401654	0,406808	0,442024	0,50444	0,555151	0,576418	0,544309	0,490471	0,459998	0,450468	0,433863	0,43558	0,450466	0,453365	0,472959	0,50071	0,533898	0,58515	0,567695	0,566244
0,0934714	0,0930535	0,0925991	0,0921063	0,0916921	0,282519	0,355891	0,37385	0,374846	0,407378	0,464359	0,476107	0,459412	0,440025	0,436822	0,429009	0,413714	0,415252	0,451475	0,521893	0,573829	0,592051	0,560335	0,50794	0,474905	0,459252	0,444031	0,440193	0,459494	0,479503	0,492714	0,541324	0,585229	0,591602	0,602621	0,625694
0,0851861	0,0847482	0,084272	0,0837556	0,0833251	0,288489	0,357566	0,379219	0,383824	0,423194	0,476353	0,48716	0,463403	0,444842	0,444195	0,433367	0,41985	0,421217	0,457659	0,52775	0,581264	0,601895	0,574411	0,517272	0,482412	0,465164	0,449757	0,452447	0,480512	0,489408	0,515602	0,533815	0,561266	0,620512	0,648311	0,721378
0,0679774	0,0675179	0,0670181	0,0664762	0,0660287	0,287738	0,358936	0,377656	0,381339	0,414829	0,471533	0,481122	0,465972	0,448944	0,440347	0,434887	0,417792	0,420897	0,45658	0,529291	0,586416	0,600929	0,573124	0,518946	0,481136	0,466935	0,449041	0,451794	0,467259	0,476124	0,498498	0,526929	0,56228	0,587613	0,566045	0,61098
0,0559421	0,055468	0,0549524	0,0543933	0,0539258	0,273161	0,357343	0,379224	0,382653	0,415003	0,470099	0,478056	0,460474	0,447667	0,440183	0,434615	0,418534	0,419689	0,458191	0,527798	0,581287	0,599364	0,571917	0,51594	0,476572	0,46234	0,449977	0,443968	0,466598	0,472341	0,489015	0,519079	0,566383	0,60498	0,610687	0,638119
